time,proton_density_cm3,flow_speed_km_s,flow_pressure_npa,scalar_b_nt,bz_gsm_nt,proton_flux_cm2_s
2025-12-01 01:00:00,3.0,537.0,1.73,4.3,0.6,161100000.0
2025-12-01 02:00:00,3.2,539.0,1.87,4.9,3.0,172480000.00000003
2025-12-01 03:00:00,3.3,530.0,1.91,4.5,1.7,174900000.0
2025-12-01 04:00:00,3.1,509.0,1.68,4.5,0.1,157790000.0
2025-12-01 05:00:00,3.5,507.0,1.83,4.6,-0.8,177450000.0
2025-12-01 06:00:00,3.8,504.0,2.0,4.8,1.3,191519999.99999997
2025-12-01 07:00:00,4.3,511.0,2.3,4.2,-0.2,219729999.99999997
2025-12-01 08:00:00,5.3,500.0,2.68,3.2,-1.6,265000000.0
2025-12-01 09:00:00,4.9,501.0,2.48,4.2,-2.6,245490000.0
2025-12-01 10:00:00,5.0,501.0,2.57,4.3,-2.2,250500000.0
2025-12-01 11:00:00,4.8,501.0,2.49,4.6,-1.4,240479999.99999997
2025-12-01 12:00:00,4.7,487.0,2.29,4.7,-1.1,228890000.0
2025-12-01 13:00:00,4.7,489.0,2.25,5.2,-0.7,229830000.00000003
2025-12-01 14:00:00,3.8,463.0,1.66,5.1,-1.9,175940000.0
2025-12-01 15:00:00,3.3,450.0,1.38,5.0,-2.0,148500000.0
2025-12-01 16:00:00,3.1,444.0,1.27,4.8,-1.7,137640000.0
2025-12-01 17:00:00,2.9,451.0,1.19,5.3,-1.5,130789999.99999999
2025-12-01 18:00:00,3.5,439.0,1.37,5.0,-1.1,153650000.0
2025-12-01 19:00:00,3.7,436.0,1.43,5.0,0.4,161320000.0
2025-12-01 20:00:00,3.5,433.0,1.31,5.0,0.5,151550000.0
2025-12-01 21:00:00,3.5,432.0,1.3,5.1,-1.4,151200000.0
2025-12-01 22:00:00,3.5,425.0,1.23,5.1,-1.6,148750000.0
2025-12-01 23:00:00,3.4,421.0,1.17,5.0,-1.3,143140000.0
2025-12-02 00:00:00,2.8,407.0,0.9,5.0,-0.6,113959999.99999999
2025-12-02 01:00:00,3.5,418.0,1.17,5.2,-1.6,146300000.0
2025-12-02 02:00:00,3.4,409.0,1.09,5.2,-0.8,139060000.0
2025-12-02 03:00:00,3.6,426.0,1.24,5.1,-1.8,153360000.0
2025-12-02 04:00:00,2.5,394.0,0.73,5.2,-1.2,98500000.0
2025-12-02 05:00:00,3.4,420.0,1.11,4.9,0.5,142800000.0
2025-12-02 06:00:00,4.0,442.0,1.46,4.7,0.1,176800000.0
2025-12-02 07:00:00,3.8,455.0,1.47,4.8,-0.9,172900000.0
2025-12-02 08:00:00,2.9,394.0,0.85,4.9,0.4,114259999.99999999
2025-12-02 09:00:00,3.0,397.0,0.88,5.1,2.4,119100000.0
2025-12-02 10:00:00,3.4,402.0,1.03,5.4,1.7,136680000.0
2025-12-02 11:00:00,3.5,385.0,1.0,5.8,1.9,134750000.0
2025-12-02 12:00:00,3.6,390.0,1.05,5.7,-2.0,140400000.0
2025-12-02 13:00:00,3.0,385.0,0.84,5.5,-2.0,115500000.0
2025-12-02 14:00:00,3.2,385.0,0.9,5.3,-1.4,123200000.0
2025-12-02 15:00:00,3.5,395.0,1.03,5.5,-1.6,138250000.0
2025-12-02 16:00:00,3.8,396.0,1.11,5.7,-1.7,150480000.0
2025-12-02 17:00:00,3.9,396.0,1.14,5.8,-3.0,154440000.0
2025-12-02 18:00:00,3.7,387.0,1.05,5.7,-2.4,143190000.0
2025-12-02 19:00:00,3.4,380.0,0.93,5.7,-2.4,129200000.0
2025-12-02 20:00:00,2.9,379.0,0.92,5.8,-1.6,109909999.99999999
2025-12-02 21:00:00,4.6,385.0,1.29,5.8,-3.3,177099999.99999997
2025-12-02 22:00:00,6.2,394.0,1.79,4.8,-0.7,244280000.00000003
2025-12-02 23:00:00,8.1,395.0,2.35,4.7,2.7,319950000.0
2025-12-03 00:00:00,9.4,400.0,2.8,6.4,4.7,376000000.0
2025-12-03 01:00:00,10.4,397.0,3.14,7.3,3.3,412880000.0
2025-12-03 02:00:00,11.8,404.0,3.86,6.7,0.3,476720000.00000006
2025-12-03 03:00:00,12.6,395.0,4.11,5.7,-0.0,497700000.0
2025-12-03 04:00:00,12.7,394.0,4.03,6.4,-0.2,500379999.99999994
2025-12-03 05:00:00,11.9,395.0,3.84,7.2,1.0,470050000.0
2025-12-03 06:00:00,10.1,386.0,3.03,8.9,-1.3,389860000.0
2025-12-03 07:00:00,9.6,378.0,2.71,9.6,-3.5,362880000.0
2025-12-03 08:00:00,9.3,376.0,2.56,9.4,-4.3,349680000.0
2025-12-03 09:00:00,10.5,374.0,2.8,9.2,-6.8,392700000.0
2025-12-03 10:00:00,10.3,375.0,2.75,9.2,-7.0,386250000.00000006
2025-12-03 11:00:00,9.2,373.0,2.46,9.8,-6.1,343160000.0
2025-12-03 12:00:00,9.8,377.0,2.62,10.7,-7.9,369460000.00000006
2025-12-03 13:00:00,13.2,393.0,3.83,13.2,-8.7,518759999.99999994
2025-12-03 14:00:00,12.9,395.0,3.79,15.3,-5.9,509550000.0
2025-12-03 15:00:00,13.6,397.0,4.1,16.1,-8.3,539920000.0
2025-12-03 16:00:00,14.7,425.0,4.82,15.9,-3.6,624750000.0
2025-12-03 17:00:00,24.7,473.0,9.93,13.4,-5.8,1168310000.0
2025-12-03 18:00:00,30.1,475.0,12.57,9.8,-9.2,1429750000.0
2025-12-03 19:00:00,40.8,461.0,16.39,8.0,-4.2,1880880000.0
2025-12-03 20:00:00,37.1,452.0,14.13,13.0,3.9,1676920000.0
2025-12-03 21:00:00,27.2,459.0,12.1,16.4,-13.2,1248480000.0
2025-12-03 22:00:00,37.0,463.0,16.58,15.3,-3.5,1713100000.0
2025-12-03 23:00:00,14.5,500.0,8.16,18.7,9.5,725000000.0
2025-12-04 00:00:00,9.7,532.0,6.31,18.6,4.5,516039999.99999994
2025-12-04 01:00:00,7.7,580.0,5.23,19.4,-7.7,446600000.0
2025-12-04 02:00:00,8.1,618.0,6.32,16.7,-5.2,500580000.0
2025-12-04 03:00:00,8.5,641.0,7.54,14.2,-0.8,544850000.0
2025-12-04 04:00:00,8.2,645.0,6.79,12.2,2.4,528899999.9999999
2025-12-04 05:00:00,6.2,682.0,5.82,9.7,1.6,422840000.00000006
2025-12-04 06:00:00,6.0,690.0,5.84,9.6,0.8,414000000.0
2025-12-04 07:00:00,5.8,696.0,5.61,9.3,3.6,403680000.0
2025-12-04 08:00:00,5.5,675.0,4.99,8.8,1.9,371250000.0
2025-12-04 09:00:00,5.6,682.0,5.27,8.1,1.9,381920000.0
2025-12-04 10:00:00,5.2,681.0,4.82,8.4,-0.7,354120000.0
2025-12-04 11:00:00,4.7,700.0,4.63,8.1,1.7,329000000.0
2025-12-04 12:00:00,4.0,695.0,4.01,7.6,-2.7,278000000.0
2025-12-04 13:00:00,4.1,691.0,4.05,7.3,-0.3,283310000.0
2025-12-04 14:00:00,4.2,680.0,3.9,7.5,0.3,285600000.0
2025-12-04 15:00:00,4.3,691.0,4.1,7.8,-3.0,297130000.0
2025-12-04 16:00:00,4.3,685.0,3.98,7.8,-3.9,294550000.0
2025-12-04 17:00:00,4.6,684.0,4.17,8.6,-2.1,314639999.99999994
2025-12-04 18:00:00,4.4,644.0,3.51,9.1,-1.0,283360000.00000006
2025-12-04 19:00:00,4.7,641.0,3.73,9.1,-0.2,301270000.0
2025-12-04 20:00:00,4.7,640.0,3.7,9.2,1.6,300800000.0
2025-12-04 21:00:00,4.4,653.0,3.6,8.5,4.7,287320000.0
2025-12-04 22:00:00,4.1,642.0,3.21,7.9,2.2,263219999.99999997
2025-12-04 23:00:00,4.2,685.0,3.74,6.8,1.4,287700000.0
2025-12-05 00:00:00,3.8,708.0,3.66,5.8,2.0,269040000.0
2025-12-05 01:00:00,4.0,704.0,3.67,6.5,-0.2,281600000.0
2025-12-05 02:00:00,3.5,644.0,3.02,6.9,-0.3,225400000.0
2025-12-05 03:00:00,3.8,629.0,3.01,7.4,1.2,239019999.99999997
2025-12-05 04:00:00,3.2,625.0,2.61,6.6,-0.1,200000000.0
2025-12-05 05:00:00,3.5,652.0,2.97,7.5,-0.9,228200000.0
2025-12-05 06:00:00,3.5,646.0,2.75,7.5,-1.1,226100000.0
2025-12-05 07:00:00,3.7,689.0,3.44,7.0,-1.3,254930000.00000003
2025-12-05 08:00:00,3.1,682.0,2.98,5.8,-1.0,211420000.00000003
2025-12-05 09:00:00,2.7,641.0,2.34,6.1,0.3,173070000.0
2025-12-05 10:00:00,2.7,635.0,2.12,6.5,1.5,171450000.0
2025-12-05 11:00:00,2.9,616.0,2.12,6.8,2.3,178640000.0
2025-12-05 12:00:00,3.3,608.0,2.34,6.0,2.9,200640000.0
2025-12-05 13:00:00,3.3,605.0,2.33,5.5,1.9,199650000.0
2025-12-05 14:00:00,3.7,599.0,2.49,5.6,2.2,221630000.00000003
2025-12-05 15:00:00,4.8,612.0,3.33,5.8,0.4,293760000.0
2025-12-05 16:00:00,5.4,622.0,3.88,6.3,1.9,335880000.0
2025-12-05 17:00:00,5.6,619.0,4.03,6.6,2.8,346639999.99999994
2025-12-05 18:00:00,4.9,601.0,3.4,7.6,-1.3,294490000.0
2025-12-05 19:00:00,4.6,623.0,3.64,6.3,-0.8,286580000.0
2025-12-05 20:00:00,4.4,646.0,3.67,6.2,0.9,284240000.0
2025-12-05 21:00:00,3.8,653.0,3.18,7.0,1.2,248140000.0
2025-12-05 22:00:00,3.7,643.0,3.01,6.4,1.4,237910000.0
2025-12-05 23:00:00,3.8,653.0,3.15,6.2,1.8,248140000.0
2025-12-06 00:00:00,3.6,659.0,3.03,6.6,0.6,237240000.0
2025-12-06 01:00:00,3.2,645.0,2.54,5.9,-0.2,206400000.0
2025-12-06 02:00:00,3.5,670.0,2.97,5.9,0.8,234500000.0
2025-12-06 03:00:00,3.5,678.0,3.04,5.8,-0.2,237300000.0
2025-12-06 04:00:00,3.4,670.0,2.91,5.5,-0.7,227800000.0
2025-12-06 05:00:00,3.2,691.0,2.95,5.9,-2.2,221120000.00000003
2025-12-06 06:00:00,3.1,662.0,2.6,6.2,0.3,205220000.00000003
2025-12-06 07:00:00,3.1,670.0,2.67,6.0,-3.5,207700000.0
2025-12-06 08:00:00,2.9,657.0,2.4,6.0,-0.6,190530000.0
2025-12-06 09:00:00,3.0,670.0,2.53,5.8,0.1,201000000.0
2025-12-06 10:00:00,3.0,678.0,2.59,6.3,-3.3,203400000.0
2025-12-06 11:00:00,2.8,684.0,2.46,6.1,-2.2,191519999.99999997
2025-12-06 12:00:00,2.5,658.0,2.02,5.9,0.9,164500000.0
2025-12-06 13:00:00,2.5,666.0,2.06,6.0,0.5,166500000.0
2025-12-06 14:00:00,2.4,671.0,2.02,5.9,2.8,161040000.0
2025-12-06 15:00:00,2.3,673.0,1.93,5.9,3.0,154790000.0
2025-12-06 16:00:00,2.2,659.0,1.76,6.1,-0.9,144980000.00000003
2025-12-06 17:00:00,2.3,650.0,1.8,6.1,0.3,149499999.99999997
2025-12-06 18:00:00,2.6,636.0,1.96,6.0,2.3,165360000.0
2025-12-06 19:00:00,2.6,629.0,1.96,5.9,0.2,163540000.0
2025-12-06 20:00:00,2.8,635.0,2.14,5.9,0.5,177800000.0
2025-12-06 21:00:00,2.8,654.0,2.34,6.3,2.9,183119999.99999997
2025-12-06 22:00:00,2.8,647.0,2.31,6.5,1.0,181160000.0
2025-12-06 23:00:00,2.9,646.0,2.38,6.7,4.4,187340000.0
2025-12-07 00:00:00,2.9,625.0,2.2,7.0,2.6,181250000.0
2025-12-07 01:00:00,2.9,621.0,2.19,7.0,0.0,180090000.0
2025-12-07 02:00:00,2.8,620.0,2.12,6.9,-0.3,173600000.0
2025-12-07 03:00:00,2.9,611.0,2.15,6.9,0.9,177190000.0
2025-12-07 04:00:00,2.9,613.0,2.19,6.7,0.9,177770000.0
2025-12-07 05:00:00,2.9,604.0,2.11,6.8,0.7,175160000.0
2025-12-07 06:00:00,2.8,595.0,1.95,7.0,0.2,166600000.0
2025-12-07 07:00:00,3.0,594.0,2.06,7.1,3.6,178200000.0
2025-12-07 08:00:00,2.9,569.0,1.88,7.1,0.4,165010000.0
2025-12-07 09:00:00,3.0,571.0,1.94,7.0,2.0,171300000.0
2025-12-07 10:00:00,3.3,573.0,2.14,7.1,2.1,189090000.0
2025-12-07 11:00:00,3.3,563.0,2.05,7.1,-0.2,185790000.0
2025-12-07 12:00:00,2.3,505.0,1.07,8.4,0.6,116150000.0
2025-12-07 13:00:00,2.5,488.0,1.1,9.1,3.1,122000000.0
2025-12-07 14:00:00,2.4,484.0,1.05,9.8,5.7,116159999.99999999
2025-12-07 15:00:00,2.5,483.0,1.09,9.1,6.5,120750000.0
2025-12-07 16:00:00,2.2,475.0,0.94,8.3,7.1,104500000.0
2025-12-07 17:00:00,2.4,470.0,1.0,8.3,6.9,112800000.0
2025-12-07 18:00:00,2.2,462.0,0.88,8.2,6.9,101640000.00000001
2025-12-07 19:00:00,1.6,462.0,0.64,8.2,7.1,73920000.0
2025-12-07 20:00:00,1.4,446.0,0.53,8.1,6.5,62440000.0
2025-12-07 21:00:00,1.4,431.0,0.53,8.0,5.1,60340000.0
2025-12-07 22:00:00,1.5,428.0,0.54,7.8,5.3,64200000.0
2025-12-07 23:00:00,1.4,429.0,0.49,7.8,4.5,60059999.99999999
2025-12-08 00:00:00,1.2,418.0,0.4,7.7,3.0,50160000.0
2025-12-08 01:00:00,1.1,436.0,0.39,7.5,4.1,47960000.0
2025-12-08 02:00:00,1.0,407.0,0.39,7.3,1.9,40700000.0
2025-12-08 03:00:00,0.9,419.0,0.32,7.3,3.7,37710000.0
2025-12-08 04:00:00,0.9,404.0,0.27,7.3,2.5,36360000.0
2025-12-08 05:00:00,1.0,399.0,0.32,7.5,2.0,39900000.0
2025-12-08 06:00:00,0.5,379.0,0.14,7.5,2.3,18950000.0
2025-12-08 07:00:00,0.4,366.0,0.1,7.4,2.7,14640000.0
2025-12-08 08:00:00,0.5,380.0,0.15,7.4,3.3,19000000.0
2025-12-08 09:00:00,0.6,361.0,0.15,7.4,1.5,21660000.0
2025-12-08 10:00:00,0.7,360.0,0.18,7.3,1.1,25199999.999999996
2025-12-08 11:00:00,0.5,353.0,0.12,7.2,1.1,17650000.0
2025-12-08 12:00:00,0.4,363.0,0.13,7.2,2.8,14520000.000000002
2025-12-08 13:00:00,0.5,350.0,0.15,7.4,-0.2,17500000.0
2025-12-08 14:00:00,0.5,340.0,0.12,7.4,-0.1,17000000.0
2025-12-08 15:00:00,0.6,337.0,0.13,7.4,-0.6,20220000.0
2025-12-08 16:00:00,0.7,339.0,0.16,7.5,-1.6,23730000.0
2025-12-08 17:00:00,0.6,345.0,0.14,7.5,-2.3,20700000.0
2025-12-08 18:00:00,0.6,332.0,0.12,7.4,-1.5,19920000.0
2025-12-08 19:00:00,0.7,341.0,0.15,7.4,-2.4,23870000.0
2025-12-08 20:00:00,0.8,357.0,0.2,7.3,-3.2,28560000.000000004
2025-12-08 21:00:00,0.6,339.0,0.14,7.3,-2.9,20340000.0
2025-12-08 22:00:00,0.6,346.0,0.14,7.4,-3.7,20760000.0
2025-12-08 23:00:00,0.7,363.0,0.18,7.5,-3.5,25410000.0
2025-12-09 00:00:00,0.9,376.0,0.25,7.7,-2.6,33840000.0
2025-12-09 01:00:00,0.9,357.0,0.22,7.8,-2.3,32130000.0
2025-12-09 02:00:00,0.9,340.0,0.2,8.0,-2.4,30600000.0
2025-12-09 03:00:00,1.3,366.0,0.33,7.9,-1.2,47580000.0
2025-12-09 04:00:00,1.2,361.0,0.29,7.7,-2.3,43320000.0
2025-12-09 05:00:00,1.0,365.0,0.27,7.5,-2.7,36500000.0
2025-12-09 06:00:00,1.0,367.0,0.27,7.4,-3.2,36700000.0
2025-12-09 07:00:00,1.1,361.0,0.27,7.4,-3.5,39710000.0
2025-12-09 08:00:00,1.1,369.0,0.28,7.2,-3.1,40590000.0
2025-12-09 09:00:00,1.5,397.0,0.42,8.9,-3.7,59550000.0
2025-12-09 10:00:00,1.3,399.0,0.42,9.9,-3.2,51870000.00000001
2025-12-09 11:00:00,1.3,372.0,0.47,9.3,-3.8,48360000.0
2025-12-09 12:00:00,1.3,345.0,0.3,9.5,-3.4,44850000.0
2025-12-09 13:00:00,1.5,345.0,0.36,9.3,-3.2,51750000.0
2025-12-09 14:00:00,,,,9.6,-2.3,
2025-12-09 15:00:00,3.2,353.0,0.75,9.2,-3.6,112960000.00000001
2025-12-09 16:00:00,2.9,372.0,0.76,8.6,-4.0,107880000.0
2025-12-09 17:00:00,3.4,371.0,0.87,8.3,-2.9,126139999.99999999
2025-12-09 18:00:00,3.5,376.0,0.9,7.9,-1.8,131600000.0
2025-12-09 19:00:00,3.1,368.0,0.75,7.6,-2.6,114080000.0
2025-12-09 20:00:00,2.6,360.0,0.61,7.4,-2.0,93600000.0
2025-12-09 21:00:00,4.0,351.0,0.91,6.5,-2.6,140400000.0
2025-12-09 22:00:00,3.8,347.0,0.86,6.5,-2.2,131859999.99999999
2025-12-09 23:00:00,4.0,345.0,0.89,6.3,-2.1,138000000.0
2025-12-10 00:00:00,2.9,335.0,0.64,6.3,-2.2,97150000.0
2025-12-10 01:00:00,3.0,331.0,0.63,7.3,-2.8,99300000.0
2025-12-10 02:00:00,3.9,346.0,0.9,8.2,-2.5,134940000.0
2025-12-10 03:00:00,5.6,366.0,1.37,8.1,0.5,204960000.0
2025-12-10 04:00:00,8.1,381.0,2.09,10.3,1.5,308610000.0
2025-12-10 05:00:00,10.1,391.0,2.74,10.9,-4.4,394910000.0
2025-12-10 06:00:00,10.2,407.0,3.34,8.1,-6.3,415139999.99999994
2025-12-10 07:00:00,9.3,400.0,3.01,7.7,-5.0,372000000.00000006
2025-12-10 08:00:00,8.3,396.0,2.68,7.2,-1.3,328680000.0
2025-12-10 09:00:00,8.3,388.0,2.57,6.1,-0.5,322040000.0
2025-12-10 10:00:00,7.7,382.0,2.33,6.7,-2.1,294140000.0
2025-12-10 11:00:00,8.0,379.0,2.33,6.6,-3.8,303200000.0
2025-12-10 12:00:00,8.1,379.0,2.32,6.7,-3.8,306990000.0
2025-12-10 13:00:00,7.6,379.0,2.17,6.9,-3.8,288040000.0
2025-12-10 14:00:00,8.1,378.0,2.27,7.0,-3.1,306180000.0
2025-12-10 15:00:00,8.5,376.0,2.29,7.2,-2.3,319600000.0
2025-12-10 16:00:00,9.2,379.0,2.49,7.4,-1.7,348680000.0
2025-12-10 17:00:00,13.7,398.0,4.07,9.6,-0.9,545260000.0
2025-12-10 18:00:00,12.9,403.0,3.92,10.5,-0.2,519870000.0
2025-12-10 19:00:00,21.4,401.0,6.46,9.2,0.8,858140000.0
2025-12-10 20:00:00,36.4,404.0,12.66,6.6,0.0,1470559999.9999998
2025-12-10 21:00:00,25.8,429.0,9.74,14.4,-11.3,1106820000.0
2025-12-10 22:00:00,17.2,449.0,7.78,16.5,-14.5,772279999.9999999
2025-12-10 23:00:00,17.2,454.0,8.17,17.0,-13.7,780879999.9999999
2025-12-11 00:00:00,17.7,452.0,7.85,16.2,-9.3,800040000.0
2025-12-11 01:00:00,13.2,425.0,4.76,16.8,-9.5,561000000.0
2025-12-11 02:00:00,9.0,436.0,3.73,17.9,-9.5,392400000.0
2025-12-11 03:00:00,9.5,432.0,3.71,19.4,0.0,410400000.0
2025-12-11 04:00:00,8.5,424.0,3.18,19.0,5.0,360400000.0
2025-12-11 05:00:00,6.6,412.0,2.36,19.6,5.1,271920000.0
2025-12-11 06:00:00,5.9,421.0,2.28,20.4,4.1,248390000.0
2025-12-11 07:00:00,7.6,419.0,2.91,21.3,6.2,318439999.99999994
2025-12-11 08:00:00,8.0,418.0,3.08,21.6,8.1,334400000.0
2025-12-11 09:00:00,8.9,413.0,3.38,20.8,13.3,367570000.0
2025-12-11 10:00:00,8.0,412.0,3.05,19.6,13.4,329600000.0
2025-12-11 11:00:00,11.9,406.0,4.3,18.3,15.0,483140000.00000006
2025-12-11 12:00:00,12.4,414.0,4.22,16.7,13.9,513360000.00000006
2025-12-11 13:00:00,10.8,417.0,3.64,16.1,15.6,450360000.00000006
2025-12-11 14:00:00,11.3,410.0,3.84,14.0,11.2,463300000.0
2025-12-11 15:00:00,13.0,408.0,4.63,12.1,-7.9,530400000.0
2025-12-11 16:00:00,5.2,379.0,1.56,12.5,9.7,197080000.0
2025-12-11 17:00:00,8.3,414.0,2.81,11.2,-4.3,343620000.0
2025-12-11 18:00:00,14.6,428.0,5.84,10.1,-3.8,624880000.0
2025-12-11 19:00:00,9.8,427.0,3.62,10.7,4.9,418460000.00000006
2025-12-11 20:00:00,9.8,410.0,2.96,9.9,-0.3,401800000.00000006
2025-12-11 21:00:00,8.5,413.0,2.65,9.6,-1.6,351050000.0
2025-12-11 22:00:00,8.2,412.0,2.58,9.6,-2.2,337839999.99999994
2025-12-11 23:00:00,8.6,411.0,2.64,10.2,-6.1,353460000.0
2025-12-12 00:00:00,7.4,410.0,2.34,10.1,-6.6,303400000.0
2025-12-12 01:00:00,7.4,433.0,2.92,9.7,-6.6,320420000.0
2025-12-12 02:00:00,7.4,448.0,3.19,9.4,-7.2,331520000.0
2025-12-12 03:00:00,8.2,458.0,3.48,9.3,-6.1,375559999.99999994
2025-12-12 04:00:00,7.6,449.0,2.97,9.8,-6.7,341239999.99999994
2025-12-12 05:00:00,7.5,436.0,2.68,9.3,-4.1,327000000.0
2025-12-12 06:00:00,7.8,455.0,3.23,9.0,-5.1,354900000.0
2025-12-12 07:00:00,8.2,439.0,3.19,9.9,-7.4,359980000.0
2025-12-12 08:00:00,8.2,428.0,2.98,10.4,-2.9,350960000.0
2025-12-12 09:00:00,8.3,437.0,3.11,10.0,-3.5,362710000.00000006
2025-12-12 10:00:00,10.6,422.0,3.77,9.2,-3.6,447320000.0
2025-12-12 11:00:00,11.9,418.0,4.22,9.0,-3.9,497420000.0
2025-12-12 12:00:00,13.7,417.0,4.89,9.0,-3.2,571290000.0
2025-12-12 13:00:00,15.7,421.0,5.89,8.8,-5.3,660970000.0
2025-12-12 14:00:00,16.3,414.0,5.9,9.6,-5.7,674820000.0000001
2025-12-12 15:00:00,16.3,424.0,6.13,10.4,-8.0,691120000.0000001
2025-12-12 16:00:00,15.5,433.0,5.92,11.4,-7.9,671150000.0
2025-12-12 17:00:00,13.5,435.0,5.0,13.0,-7.5,587250000.0
2025-12-12 18:00:00,15.1,441.0,5.79,13.5,-11.3,665910000.0
2025-12-12 19:00:00,19.9,439.0,7.94,12.4,-10.4,873609999.9999999
2025-12-12 20:00:00,19.9,449.0,8.07,11.4,-3.8,893509999.9999999
2025-12-12 21:00:00,14.0,464.0,5.92,13.2,-3.0,649600000.0
2025-12-12 22:00:00,13.4,445.0,5.48,10.6,-2.2,596300000.0
2025-12-12 23:00:00,12.4,456.0,5.43,10.6,-6.5,565440000.0
2025-12-13 00:00:00,12.6,461.0,5.72,10.6,-4.5,580860000.0
2025-12-13 01:00:00,7.1,489.0,3.32,14.3,0.4,347189999.99999994
2025-12-13 02:00:00,7.3,487.0,3.23,15.2,6.4,355510000.0
2025-12-13 03:00:00,7.3,487.0,3.26,15.2,6.8,355510000.0
2025-12-13 04:00:00,8.8,488.0,3.93,15.3,6.2,429440000.00000006
2025-12-13 05:00:00,11.9,507.0,5.74,15.3,5.6,603330000.0
2025-12-13 06:00:00,9.9,517.0,5.14,16.0,6.5,511830000.0
2025-12-13 07:00:00,10.2,521.0,5.35,16.7,8.6,531420000.0
2025-12-13 08:00:00,9.3,490.0,4.74,16.6,5.3,455700000.0
2025-12-13 09:00:00,10.1,527.0,5.77,16.3,10.4,532270000.0
2025-12-13 10:00:00,7.8,578.0,6.14,13.8,5.6,450839999.99999994
2025-12-13 11:00:00,7.9,557.0,5.71,13.2,4.1,440030000.0
2025-12-13 12:00:00,7.7,547.0,5.23,12.2,5.6,421190000.00000006
2025-12-13 13:00:00,7.4,545.0,4.65,11.9,2.8,403300000.0
2025-12-13 14:00:00,7.9,541.0,4.48,10.2,1.3,427390000.00000006
2025-12-13 15:00:00,3.2,598.0,2.21,9.2,1.1,191360000.0
2025-12-13 16:00:00,2.1,617.0,1.52,6.0,0.9,129570000.0
2025-12-13 17:00:00,1.8,594.0,1.19,6.2,-0.6,106920000.0
2025-12-13 18:00:00,2.5,636.0,1.95,5.4,1.1,159000000.0
2025-12-13 19:00:00,2.5,667.0,2.27,4.7,1.8,166750000.0
2025-12-13 20:00:00,2.4,669.0,2.17,4.8,-0.1,160560000.0
2025-12-13 21:00:00,2.3,661.0,1.99,4.6,0.1,152030000.0
2025-12-13 22:00:00,2.2,656.0,1.84,4.5,-1.2,144320000.0
2025-12-13 23:00:00,1.9,645.0,1.56,4.5,0.2,122550000.0
2025-12-14 00:00:00,2.1,648.0,1.7,4.6,-0.5,136080000.0
2025-12-14 01:00:00,2.1,643.0,1.65,4.7,-0.6,135030000.0
2025-12-14 02:00:00,1.9,623.0,1.39,4.5,-0.5,118370000.0
2025-12-14 03:00:00,1.8,614.0,1.29,4.2,-0.7,110520000.0
2025-12-14 04:00:00,1.5,589.0,0.97,4.3,-0.2,88350000.0
2025-12-14 05:00:00,1.8,588.0,1.16,4.3,1.1,105840000.00000001
2025-12-14 06:00:00,2.3,610.0,1.58,4.3,1.2,140300000.0
2025-12-14 07:00:00,2.1,601.0,1.41,4.2,0.3,126210000.00000001
2025-12-14 08:00:00,2.2,592.0,1.41,4.5,1.2,130240000.00000001
2025-12-14 09:00:00,2.0,574.0,1.23,4.3,0.7,114800000.0
2025-12-14 10:00:00,2.6,565.0,1.54,3.7,0.8,146900000.0
2025-12-14 11:00:00,2.4,569.0,1.45,3.5,0.2,136560000.0
2025-12-14 12:00:00,2.6,573.0,1.6,3.2,0.3,148980000.0
2025-12-14 13:00:00,2.5,570.0,1.5,3.2,1.0,142500000.0
2025-12-14 14:00:00,2.2,544.0,1.17,3.7,0.7,119680000.00000001
2025-12-14 15:00:00,2.0,530.0,1.01,3.9,0.2,106000000.0
2025-12-14 16:00:00,2.2,535.0,1.14,4.0,-0.0,117700000.0
2025-12-14 17:00:00,2.2,530.0,1.14,3.8,-0.0,116600000.0
2025-12-14 18:00:00,2.5,529.0,1.36,3.4,-0.4,132250000.0
2025-12-14 19:00:00,2.1,495.0,0.97,4.1,2.4,103950000.0
2025-12-14 20:00:00,1.8,498.0,0.84,4.3,0.7,89640000.0
2025-12-14 21:00:00,2.0,508.0,0.96,4.4,0.0,101600000.0
2025-12-14 22:00:00,2.0,510.0,0.96,4.4,0.0,102000000.0
2025-12-14 23:00:00,1.9,485.0,0.82,4.3,1.5,92150000.0
2025-12-15 00:00:00,2.1,501.0,0.96,4.4,1.2,105210000.00000001
2025-12-15 01:00:00,2.0,486.0,0.86,4.3,2.4,97200000.0
2025-12-15 02:00:00,2.0,475.0,0.84,4.4,2.9,95000000.0
2025-12-15 03:00:00,1.7,444.0,0.65,4.7,1.2,75480000.0
2025-12-15 04:00:00,2.2,455.0,0.86,4.7,-0.3,100100000.00000001
2025-12-15 05:00:00,2.5,448.0,1.02,4.7,-2.0,112000000.0
2025-12-15 06:00:00,3.0,460.0,1.34,4.5,-1.3,138000000.0
2025-12-15 07:00:00,4.2,484.0,2.0,4.0,1.7,203280000.00000003
2025-12-15 08:00:00,4.3,472.0,1.96,4.4,-0.5,202960000.0
2025-12-15 09:00:00,4.7,470.0,2.09,4.8,-0.7,220900000.0
2025-12-15 10:00:00,4.8,451.0,1.97,5.1,-1.0,216479999.99999997
2025-12-15 11:00:00,5.0,428.0,1.88,4.8,-1.3,214000000.0
2025-12-15 12:00:00,5.0,462.0,2.12,6.2,-3.3,231000000.0
